flight_id,flight_number,aircraft_type,origin_airport,origin_city,origin_lat,origin_lon,destination_airport,destination_city,destination_lat,destination_lon,flight_date,seats_total,seats_sold,fare_avg,ingreso_vuelo,delay_minutes,delay_cause,status,is_cancelled
F706046,AC6828,Airbus A320,BCN,Barcelona,41.2974,2.0833,AGP,Malaga,36.6749,-4.4991,2024-11-17,180,160,143.79,23006.40,194,Meteorologia,Completado,False
F706047,AC1652,Airbus A321,LIS,LISBOA,38.7813,-9.1359,BCN,Barcelona,41.2974,2.0833,10-2-23,220,183,127.29,23294.07,56,Tecnica,Completado,False
F706048,AC7303,Airbus A321,BCN,Barcelona,41.2974,2.0833,AGP,Malaga,36.6749,-4.4991,26/04/2024,220,200,129.17,25834.00,19,Tecnica,Completado,False
F706049,AC5912,Airbus A321,LIS,Lisboa,38.7813,-9.1359,MUC,Munich,48.3538,11.7861,2024-07-09,220,129,142.80,18421.20,78,TRAFICO AEREO,Completado,False
F706050,AC1390,Airbus A321,MAD,Madrid,40.4983,-3.5676,LGW,Londres,51.1537,-0.1821,05/04/2025,220,143,116.46,16653.78,21,Operativa,Completado,False
F706051,AC3967,Airbus A321,BCN,Barcelona,41.2974,2.0833,FCO,Roma,41.8003,12.2389,2023-02-04,220,126,132.75,16726.50,26,Tecnica,Completado,False
F706052,AC3604,Airbus A320,LIS,Lisboa,38.7813,-9.1359,AGP,Malaga,36.6749,-4.4991,2023-05-30,180,112,138.47,15508.64,6,Sin retraso,Completado,False
F706053,AC8096,Airbus A321,MAD,Madrid,40.4983,-3.5676,NAP,Napoles,40.8860,14.2908,05/04/2025,220,167,168.63,28161.21,5,Sin retraso,Completado,False
F706054,AC7670,Airbus A320,BCN,Barcelona,41.2974,2.0833,NCE,Niza,43.6584,7.2159,2023-07-24,180,152,47.25,7182.00,23,Tecnica,Completado,False
F706055,AC4702,Airbus A320,MAD,madrid,40.4983,-3.5676,OPO,Oporto,41.2481,-8.6814,1-15-24,180,167,102.74,17157.58,76,Operativa,Completado,False
F706056,AC8659,Airbus A321,MAD,Madrid,40.4983,-3.5676,LIS,Lisboa,38.7813,-9.1359,10/06/2024,220,143,169.48,24235.64,18,meteorologia,Cancelado,True
F706057,AC7605,Airbus A321,BCN,Barcelona,41.2974,2.0833,NCE,Niza,43.6584,7.2159,17/08/2025,220,202,79.90,16139.80,16,Tecnica,Completado,False
F706058,AC6991,Airbus A320,LIS,Lisboa,38.7813,-9.1359,MXP,Milan,45.6306,8.7281,29/06/2023,180,146,83.92,12252.32,25,Trafico Aereo,Completado,False
F706059,AC5755,Airbus A320,LIS,lisboa,38.7813,-9.1359,MAD,Madrid,40.4983,-3.5676,2025-01-03,180,167,147.31,21177.63,18,Trafico Aereo,Desviado,False
F706060,AC3370,Airbus A320,LIS,Lisboa,38.7813,-9.1359,LGW,Londres,51.1537,-0.1821,2023-07-22,180,109,106.46,11604.14,2,Sin retraso,Completado,True
F706061,AC8639,Airbus A321,BCN,Barcelona,41.2974,2.0833,BER,Berlin,52.3667,13.5033,2023-11-18,220,132,115.41,15234.12,5,Sin retraso,Completado,False
F706062,AC5314,Airbus A321,MAD,MADRID,40.4983,-3.5676,NCE,Niza,43.6584,7.2159,20/06/2025,220,158,175.93,27796.94,38,Meteorologia,Completado,False
F706063,AC2595,Airbus A320,BCN,Barcelona,41.2974,2.0833,SVQ,Sevilla,37.4180,-5.8931,07/09/2023,180,113,47.77,5398.01,15,Tecnica,Completado,False
F706064,AC5817,Airbus A320,LIS,Lisboa,38.7813,-9.1359,LYS,Lyon,45.7256,5.0811,2024-02-17,180,154,119.60,18418.40,0,Sin retraso,Completado,False
F706065,AC9852,Airbus A320,MAD,Madrid,40.4983,-3.5676,MUC,Munich,48.3538,11.7861,5-16-24,180,173,175.27,30321.71,28,Meteorologia,Completado,False
F706066,AC6751,Airbus A321,BCN,Barcelona,41.2974,2.0833,PMI,Palma,39.5517,2.7388,2023-07-29,220,161,80.81,13010.41,6,Sin retraso,Completado,False
F706067,AC9226,Airbus A320,MAD,Madrid,40.4983,-3.5676,BCN,Barcelona,41.2974,2.0833,2023-09-06,180,131,103.31,13533.61,3,Sin retraso,Completado,False
F706068,AC2183,Airbus A321,BCN,Barcelona,41.2974,2.0833,LGW,Londres,51.1537,-0.1821,2023-02-27,220,168,70.80,11894.40,20,trafico aereo,Completado,False
F706069,AC3308,Airbus A321,LIS,Lisboa,38.7813,-9.1359,ORY,Paris,48.7233,2.3794,04/12/2023,220,134,149.87,20082.58,7,Sin retraso,Completado,False
F706070,AC3319,Airbus A321,LIS,Lisboa,38.7813,-9.1359,LYS,Lyon,45.7256,5.0811,3-21-25,220,151,109.67,16560.17,6,Sin retraso,Completado,False
F706071,AC6244,Airbus A321,MAD,Madrid,40.4983,-3.5676,NCE,Niza,43.6584,7.2159,13/07/2023,220,195,75.98,14816.10,21,Meteorologia,Completado,False
F706072,AC1713,Airbus A320,LIS,Lisboa,38.7813,-9.1359,MUC,Munich,48.3538,11.7861,07/10/2023,180,104,79.19,8235.76,4,Sin retraso,Completado,False
F706073,AC1568,Airbus A320,MAD,Madrid,40.4983,-3.5676,BCN,Barcelona,41.2974,2.0833,09/04/2025,180,167,160.78,26850.26,8,Sin retraso,Completado,False
F706074,AC5386,Airbus A321,BCN,Barcelona,41.2974,2.0833,MUC,Munich,48.3538,11.7861,2025-08-07,220,132,36.98,4881.36,227,Tecnica,Completado,False
F706075,AC8177,Airbus A321,MAD,Madrid,40.4983,-3.5676,LYS,Lyon,45.7256,5.0811,2025-09-16,220,182,38.07,6928.74,11,Sin retraso,Completado,False
F706076,AC1560,Airbus A320,MAD,Madrid,40.4983,-3.5676,LIS,Lisboa,38.7813,-9.1359,2023-02-07,180,135,36.70,4954.50,27,Trafico Aereo,Completado,False
F706077,AC5418,Airbus A321,MAD,Madrid,40.4983,-3.5676,LYS,Lyon,45.7256,5.0811,13/07/2025,220,157,147.85,23212.45,0,Sin retraso,Completado,False
F706078,AC6566,Airbus A321,MAD,Madrid,40.4983,-3.5676,FCO,Roma,41.8003,12.2389,2024-06-01,220,130,124.89,16235.70,1,Sin retraso,Completado,False
F706079,AC5071,Airbus A321,MAD,Madrid,40.4983,-3.5676,NCE,Niza,43.6584,7.2159,2023-06-10,220,127,119.50,15176.50,4,Sin retraso,Completado,False
F706080,AC2979,Airbus A320,LIS,Lisboa,38.7813,-9.1359,AGP,Malaga,36.6749,-4.4991,1-6-25,180,115,101.47,11669.05,7,Sin retraso,Completado,False
F706081,AC3052,Airbus A321,BCN,Barcelona,41.2974,2.0833,BER,Berlin,52.3667,13.5033,3-11-25,220,183,47.58,8707.14,52,Meteorologia,Completado,False
F706082,AC1884,Airbus A321,LIS,Lisboa,38.7813,-9.1359,MUC,Munich,48.3538,11.7861,20/01/2025,220,142,40.31,5724.02,3,Sin retraso,Completado,False
F706083,AC5619,Airbus A320,BCN,Barcelona,41.2974,2.0833,ORY,PARIS,48.7233,2.3794,2023-08-08,180,105,74.71,7844.55,49,Meteorologia,Completado,False
F706084,AC8319,Airbus A320,MAD,Madrid,40.4983,-3.5676,FCO,Roma,41.8003,12.2389,2023-02-19,180,169,102.17,17266.73,19,Meteorologia,Completado,False
F706085,AC7222,Airbus A321,MAD,Madrid,40.4983,-3.5676,PMI,Palma,39.5517,2.7388,2023-01-03,220,147,154.14,22658.58,11,Sin retraso,Completado,False
F706086,AC5611,Airbus A321,BCN,BARCELONA,41.2974,2.0833,ORY,Paris,48.7233,2.3794,2023-04-09,220,121,87.62,10602.02,5,Sin retraso,Completado,False
F706087,AC4259,Airbus A320,MAD,Madrid,40.4983,-3.5676,BER,Berlin,52.3667,13.5033,2023-09-15,180,155,60.24,9337.20,7,Sin retraso,Completado,False
F706088,AC2028,Airbus A321,BCN,Barcelona,41.2974,2.0833,AGP,Malaga,36.6749,-4.4991,2023-07-26,220,141,132.55,18689.55,8,Sin retraso,Completado,False
F706089,AC6726,Airbus A320,MAD,Madrid,40.4983,-3.5676,AGP,Malaga,36.6749,-4.4991,2024-09-19,180,111,65.62,7283.82,25,Trafico Aereo,Completado,False
F706090,AC4922,Airbus A320,LIS,Lisboa,38.7813,-9.1359,BER,Berlin,52.3667,13.5033,2025-01-25,180,164,98.79,16201.56,3,Sin retraso,Desviado,False
F706091,AC2201,Airbus A321,LIS,Lisboa,38.7813,-9.1359,SVQ,Sevilla,37.4180,-5.8931,2024-05-01,220,131,134.43,17610.33,0,Sin retraso,Completado,False
F706092,AC2685,Airbus A320,LIS,Lisboa,38.7813,-9.1359,OPO,Oporto,41.2481,-8.6814,2025-02-12,180,121,142.90,17290.90,36,Tecnica,Completado,False
F706093,AC6530,Airbus A320,MAD,Madrid,40.4983,-3.5676,BCN,barcelona,41.2974,2.0833,2025-08-21,180,101,167.26,16893.26,28,Tecnica,Completado,False
F706094,AC1745,Airbus A321,BCN,Barcelona,41.2974,2.0833,PMI,Palma,39.5517,2.7388,2024-04-28,220,136,118.05,16054.80,35,Operativa,Completado,False
F706095,AC9776,Airbus A321,LIS,Lisboa,38.7813,-9.1359,OPO,Oporto,41.2481,-8.6814,25/11/2023,220,177,154.86,27410.22,6,Sin retraso,Completado,False
F706096,AC8288,Airbus A320,BCN,Barcelona,41.2974,2.0833,NCE,Niza,43.6584,7.2159,06/09/2025,180,141,137.74,19421.34,8,Sin retraso,Completado,False
F706097,AC1778,Airbus A321,BCN,Barcelona,41.2974,2.0833,LIS,Lisboa,38.7813,-9.1359,18/01/2025,220,158,45.86,7245.88,2,Sin retraso,Completado,False
F706098,AC3001,Airbus A321,MAD,Madrid,40.4983,-3.5676,NCE,Niza,43.6584,7.2159,27/09/2024,220,211,125.74,26531.14,2,Sin retraso,Completado,False
F706099,AC2392,Airbus A320,MAD,Madrid,40.4983,-3.5676,BER,Berlin,52.3667,13.5033,3-16-24,180,131,164.18,21507.58,48,Operativa,Completado,False
F706100,AC5942,Airbus A321,LIS,lisboa,38.7813,-9.1359,ORY,Paris,48.7233,2.3794,2023-04-19,220,205,167.55,34347.75,4,Sin retraso,Completado,False
F706101,AC5834,Airbus A320,LIS,Lisboa,38.7813,-9.1359,ORY,Paris,48.7233,2.3794,11/11/2023,180,112,118.64,13287.68,2,Sin retraso,Completado,False
F706102,AC1322,Airbus A320,LIS,Lisboa,38.7813,-9.1359,ORY,Paris,48.7233,2.3794,2024-08-03,180,138,159.97,22075.86,8,Sin retraso,Completado,False
F706103,AC1954,Airbus A320,BCN,Barcelona,41.2974,2.0833,NAP,NAPOLES,40.8860,14.2908,2023-11-26,180,163,154.48,25180.24,9,Sin retraso,Completado,False
F706104,AC7254,Airbus A320,LIS,Lisboa,38.7813,-9.1359,MXP,Milan,45.6306,8.7281,12/11/2023,180,151,55.11,8321.61,4,Sin retraso,Completado,False
F706105,AC9337,Airbus A320,MAD,Madrid,40.4983,-3.5676,SVQ,Sevilla,37.4180,-5.8931,2023-06-13,180,153,108.64,16621.92,9,Sin retraso,Completado,False
F706106,AC8989,Airbus A321,BCN,Barcelona,41.2974,2.0833,MAD,Madrid,40.4983,-3.5676,2024-12-07,220,147,159.08,23384.76,3,Sin retraso,Completado,False
F706107,AC3424,Airbus A320,LIS,Lisboa,38.7813,-9.1359,BER,Berlin,52.3667,13.5033,2023-09-11,180,131,42.29,5539.99,4,Sin retraso,Completado,False
F706108,AC6384,Airbus A321,BCN,Barcelona,41.2974,2.0833,BER,Berlin,52.3667,13.5033,2023-08-23,220,197,165.34,32571.98,87,Trafico Aereo,Completado,False
F706109,AC5748,Airbus A321,BCN,Barcelona,41.2974,2.0833,MAD,Madrid,40.4983,-3.5676,5-23-23,220,151,132.31,19978.81,1,Sin retraso,Completado,False
F706110,AC2509,Airbus A321,MAD,Madrid,40.4983,-3.5676,FCO,Roma,41.8003,12.2389,2025-02-28,220,126,93.67,11802.42,2,Sin retraso,Completado,False
F706111,AC9915,Airbus A321,MAD,Madrid,40.4983,-3.5676,OPO,Oporto,41.2481,-8.6814,16/08/2023,220,125,149.53,18691.25,1,Sin retraso,Completado,False
F706112,AC5547,Airbus A320,MAD,Madrid,40.4983,-3.5676,MXP,Milan,45.6306,8.7281,2025-07-10,180,155,48.20,7471.00,13,Sin retraso,Cancelado,True
F706113,AC9985,Airbus A320,BCN,Barcelona,41.2974,2.0833,LIS,Lisboa,38.7813,-9.1359,2023-08-02,180,111,40.34,4477.74,0,Sin retraso,Completado,False
F706114,AC4015,Airbus A320,BCN,barcelona,41.2974,2.0833,NAP,Napoles,40.8860,14.2908,2024-12-01,180,129,56.98,7350.42,17,Meteorologia,Completado,False
F706115,AC9912,Airbus A321,LIS,Lisboa,38.7813,-9.1359,LGW,Londres,51.1537,-0.1821,2023-07-25,220,165,121.81,20098.65,2,Sin retraso,Completado,False
F706116,AC7794,Airbus A320,BCN,Barcelona,41.2974,2.0833,LGW,Londres,51.1537,-0.1821,2024-10-25,180,108,154.10,16642.80,6,Sin retraso,Completado,False
F706117,AC9452,Airbus A320,BCN,Barcelona,41.2974,2.0833,NAP,Napoles,40.8860,14.2908,08/06/2025,180,106,43.47,4607.82,16,Meteorologia,Completado,False
F706118,AC7312,Airbus A320,MAD,MADRID,40.4983,-3.5676,SVQ,SEVILLA,37.4180,-5.8931,2023-05-11,180,147,132.62,19495.14,2,Sin retraso,Completado,False
F706119,AC3042,Airbus A321,LIS,Lisboa,38.7813,-9.1359,NAP,NAPOLES,40.8860,14.2908,2023-03-17,220,201,69.49,13967.49,7,Sin retraso,Completado,False
F706120,AC6180,Airbus A321,BCN,Barcelona,41.2974,2.0833,NCE,NIZA,43.6584,7.2159,2024-04-11,220,130,127.80,16614.00,14,Sin retraso,Completado,False
F706121,AC1374,Airbus A320,MAD,Madrid,40.4983,-3.5676,BCN,Barcelona,41.2974,2.0833,2023-09-24,180,155,122.11,18927.05,3,Sin retraso,Completado,False
F706122,AC5529,Airbus A320,MAD,Madrid,40.4983,-3.5676,NAP,Napoles,40.8860,14.2908,2023-02-09,180,131,63.73,8348.63,2,Sin retraso,Desviado,False
F706123,AC6161,Airbus A321,BCN,Barcelona,41.2974,2.0833,NAP,Napoles,40.8860,14.2908,27/01/2023,220,179,100.80,18043.20,9,Sin retraso,Completado,False
F706124,AC9161,Airbus A321,BCN,Barcelona,41.2974,2.0833,LGW,Londres,51.1537,-0.1821,2024-02-11,220,156,117.83,18381.48,1,Sin retraso,Cancelado,True
F706125,AC2356,Airbus A320,MAD,Madrid,40.4983,-3.5676,LIS,Lisboa,38.7813,-9.1359,16/03/2023,180,118,72.41,8544.38,3,Sin retraso,Completado,False
F706126,AC9888,Airbus A321,BCN,Barcelona,41.2974,2.0833,MUC,Munich,48.3538,11.7861,15/06/2024,220,141,67.29,9487.89,7,Sin retraso,Completado,False
F706127,AC7834,Airbus A320,BCN,Barcelona,41.2974,2.0833,LYS,Lyon,45.7256,5.0811,2023-05-06,180,173,120.91,20917.43,2,Sin retraso,Completado,False
F706128,AC6300,Airbus A321,BCN,barcelona,41.2974,2.0833,LYS,Lyon,45.7256,5.0811,2023-07-16,220,196,177.30,34750.80,9,Sin retraso,Completado,False
F706129,AC9199,Airbus A320,BCN,Barcelona,41.2974,2.0833,PMI,Palma,39.5517,2.7388,2024-07-19,180,115,157.75,18141.25,3,Sin retraso,Completado,False
F706130,AC1538,Airbus A321,LIS,Lisboa,38.7813,-9.1359,MUC,Munich,48.3538,11.7861,2023-09-25,220,129,72.89,6185.00,67,Trafico Aereo,Cancelado,True
F706131,AC9176,Airbus A321,BCN,Barcelona,41.2974,2.0833,MXP,Milan,45.6306,8.7281,2023-09-12,220,131,45.24,5926.44,2,Sin retraso,Completado,False
F706132,AC8969,Airbus A321,MAD,madrid,40.4983,-3.5676,AGP,Malaga,36.6749,-4.4991,2025-09-16,220,160,110.39,17662.40,0,Sin retraso,Completado,False
F706133,AC3156,Airbus A321,MAD,Madrid,40.4983,-3.5676,BCN,Barcelona,41.2974,2.0833,2024-02-13,220,140,55.45,7763.00,20,Trafico Aereo,Cancelado,True
F706134,AC4763,Airbus A321,LIS,Lisboa,38.7813,-9.1359,BER,Berlin,52.3667,13.5033,2023-08-15,220,144,46.43,6685.92,3,Sin retraso,Cancelado,True
F706135,AC6592,Airbus A320,LIS,Lisbon,38.7813,-9.1359,NCE,Niza,43.6584,7.2159,10/03/2023,180,146,125.60,18337.60,2,Sin retraso,Completado,False
F706136,AC1560,Airbus A321,BCN,Barcelona,41.2974,2.0833,LIS,Lisboa,38.7813,-9.1359,2023-03-04,220,179,136.07,24356.53,22,Technical,Completado,False
F706137,AC5340,Airbus A320,LIS,Lisboa,38.7813,-9.1359,LYS,Lyon,45.7256,5.0811,2025-09-06,180,152,50.85,7729.20,8,Sin retraso,Completado,False
F706138,AC6247,Airbus A321,LIS,Lisboa,38.7813,-9.1359,NCE,Niza,43.6584,7.2159,2025-06-22,220,162,102.62,16624.44,13,Sin retraso,Completado,False
F706139,AC6599,Airbus A321,BCN,Barcelona,41.2974,2.0833,LIS,Lisboa,38.7813,-9.1359,16/07/2023,220,143,63.70,10624.54,7,Sin retraso,Completado,False
F706140,AC5853,Airbus A321,BCN,Barcelona,41.2974,2.0833,MUC,Munich,48.3538,11.7861,2023-03-21,220,212,150.80,31969.60,11,Sin retraso,Completado,False
F706141,AC8447,Airbus A321,MAD,Madrid,40.4983,-3.5676,NCE,Niza,43.6584,7.2159,2024-08-26,220,155,98.48,15264.40,9,Sin retraso,Completado,False
F706142,AC5572,Airbus A321,MAD,Madrid,40.4983,-3.5676,OPO,Oporto,41.2481,-8.6814,2024-05-03,220,212,168.07,35630.84,8,Sin retraso,Completado,False
F706143,AC5393,Airbus A321,LIS,Lisboa,38.7813,-9.1359,MUC,Munich,48.3538,11.7861,3-21-25,220,166,50.82,8436.12,81,operativa,Cancelado,True
F706144,AC5135,Airbus A320,LIS,Lisboa,38.7813,-9.1359,LGW,Londres,51.1537,-0.1821,2024-09-19,180,122,137.79,16810.38,18,Operativa,Completado,False
F706145,AC4951,Airbus A321,MAD,Madrid,40.4983,-3.5676,BER,Berlin,52.3667,13.5033,8-30-25,220,204,84.89,17317.56,3,Sin retraso,Completado,False
F706146,AC9303,,BCN,Barcelona,41.2974,2.0833,MAD,Madrid,40.4983,-3.5676,2023-06-23,220,195,108.44,21145.80,65,Tecnica,Completado,False
F706147,AC5293,Airbus A321,BCN,Barcelona,41.2974,2.0833,OPO,Oporto,41.2481,-8.6814,2024-04-18,220,180,74.80,13464.00,82,Trafico Aereo,Completado,False
F706148,AC9684,Airbus A320,MAD,Madrid,40.4983,-3.5676,BCN,Barcelona,41.2974,2.0833,2024-02-07,180,154,72.61,11181.94,25,Tecnica,Completado,False
F706149,AC1743,Airbus A321,BCN,Barcelona,41.2974,2.0833,LIS,Lisboa,38.7813,-9.1359,2023-01-15,220,205,147.07,30149.35,0,Sin retraso,Completado,False
F706150,AC7915,,MAD,Madrid,40.4983,-3.5676,NAP,Napoles,40.8860,14.2908,2023-09-18,180,168,162.96,27377.28,0,Sin retraso,Completado,False
F706151,AC4483,Airbus A320,MAD,Madrid,40.4983,-3.5676,AGP,Malaga,36.6749,-4.4991,04/09/2025,180,114,178.66,20367.24,44,Trafico Aereo,Completado,False
F706152,AC9445,Airbus A320,BCN,Barcelona,41.2974,2.0833,AGP,Malaga,36.6749,-4.4991,2024-12-16,180,144,175.12,25217.28,0,Sin retraso,Completado,False
F706153,AC7050,Airbus A321,MAD,Madrid,40.4983,-3.5676,MXP,Milan,45.6306,8.7281,03/02/2025,220,187,155.21,29024.27,5,Sin retraso,Completado,False
F706154,AC6549,Airbus A320,MAD,Madrid,40.4983,-3.5676,BER,Berlin,52.3667,13.5033,2023-09-10,180,147,109.95,16162.65,18,Meteorologia,Completado,False
F706155,AC7480,Airbus A321,LIS,Lisboa,38.7813,-9.1359,LGW,Londres,51.1537,-0.1821,2023-02-20,220,146,107.36,15674.56,15,OPERATIVA,Cancelado,True
F706156,AC6260,Airbus A320,MAD,Madrid,40.4983,-3.5676,NAP,Napoles,40.8860,14.2908,2023-02-08,180,159,76.22,12118.98,15,Tecnica,Desviado,False
F706157,AC9815,Airbus A321,BCN,Barcelona,41.2974,2.0833,MXP,Milan,45.6306,8.7281,2025-03-22,220,164,67.89,11133.96,6,Sin retraso,Completado,False
F706158,AC2768,Airbus A320,LIS,Lisboa,38.7813,-9.1359,BER,Berlin,52.3667,13.5033,2024-06-01,180,117,169.33,19811.61,10,Sin retraso,Completado,False
F706159,AC1432,Airbus A321,MAD,Madrid,40.4983,-3.5676,MUC,Munich,48.3538,11.7861,2024-04-26,220,180,64.34,11581.20,1,Sin retraso,Completado,False
F706160,AC7952,Airbus A321,LIS,Lisboa,38.7813,-9.1359,AGP,Malaga,36.6749,-4.4991,2024-06-18,220,178,175.55,31247.90,8,Sin retraso,Completado,False
F706161,AC9856,Airbus A321,MAD,Madrid,40.4983,-3.5676,FCO,Roma,41.8003,12.2389,30/01/2023,220,203,67.89,13781.67,7,Sin retraso,Completado,False
F706162,AC9048,Airbus A320,BCN,Barcelona,41.2974,2.0833,MAD,Madrid,40.4983,-3.5676,2024-11-03,180,102,53.89,5496.78,3,Sin retraso,Completado,False
F706163,AC4681,Airbus A321,BCN,Barcelona,41.2974,2.0833,SVQ,Sevilla,37.4180,-5.8931,2023-05-15,220,182,118.47,21561.54,4,Sin retraso,Completado,False
F706164,AC7999,Airbus A320,LIS,Lisboa,38.7813,-9.1359,LYS,Lyon,45.7256,5.0811,2024-11-30,180,152,65.03,9884.56,8,Sin retraso,Completado,False
F706165,AC8493,Airbus A321,BCN,BARCELONA,41.2974,2.0833,SVQ,sevilla,37.4180,-5.8931,2025-09-27,220,131,52.61,6891.91,13,Sin retraso,Completado,False
F706166,AC8951,Airbus A321,LIS,Lisboa,38.7813,-9.1359,BER,Berlin,52.3667,13.5033,9-16-24,220,198,97.85,19374.30,15,Meteorologia,Completado,False
F706167,AC7293,Airbus A320,BCN,Barcelona,41.2974,2.0833,PMI,Palma,39.5517,2.7388,26/08/2025,180,172,172.61,29688.92,15,Operativa,Completado,False
F706168,AC1187,Airbus A321,MAD,Madrid,40.4983,-3.5676,NAP,Napoles,40.8860,14.2908,12-2-24,220,192,41.37,7943.04,5,Sin retraso,Completado,False
F706169,AC2915,Airbus A321,MAD,Madrid,40.4983,-3.5676,OPO,Oporto,41.2481,-8.6814,2025-06-30,220,122,82.01,10005.22,14,Sin retraso,Completado,False
F706170,AC2467,Airbus A321,BCN,Barcelona,41.2974,2.0833,MXP,Milan,45.6306,8.7281,2023-07-21,220,138,132.45,18278.10,1,Sin retraso,Completado,True
F706171,AC7794,Airbus A320,MAD,Madrid,40.4983,-3.5676,PMI,Palma,39.5517,2.7388,6-15-23,180,140,54.05,7567.00,26,Trafico Aereo,Completado,False
F706172,AC7039,Airbus A321,BCN,Barcelona,41.2974,2.0833,NAP,Napoles,40.8860,14.2908,2023-07-11,220,129,154.10,19878.90,54,Tecnica,Completado,False
F706173,AC3098,Airbus A320,BCN,BARCELONA,41.2974,2.0833,BER,Berlin,52.3667,13.5033,2023-11-23,180,136,148.49,20194.64,5,Sin retraso,Completado,False
F706174,AC3271,Airbus A321,LIS,Lisboa,38.7813,-9.1359,PMI,Palma,39.5517,2.7388,2024-10-09,220,132,171.58,22648.56,6,Sin retraso,Completado,False
F706175,AC6581,Airbus A321,MAD,Madrid,40.4983,-3.5676,MUC,Muenchen,48.3538,11.7861,21/08/2024,220,213,141.63,30167.19,1,Sin retraso,Completado,False
F706176,AC7045,Airbus A321,MAD,Madrid,40.4983,-3.5676,FCO,Roma,41.8003,12.2389,2023-06-09,220,171,57.05,9755.55,7,Sin retraso,Completado,False
F706177,AC3112,Airbus A320,MAD,Madrid,40.4983,-3.5676,LGW,Londres,51.1537,-0.1821,2025-02-10,180,152,67.98,10332.96,5,Sin retraso,Completado,False
F706178,AC9315,Airbus A320,LIS,Lisbon,38.7813,-9.1359,NAP,Napoles,40.8860,14.2908,2023-11-16,180,160,134.16,21465.60,1,Sin retraso,Completado,False
F706179,AC3596,Airbus A320,MAD,Madrid,40.4983,-3.5676,LIS,Lisboa,38.7813,-9.1359,9-4-23,180,136,153.68,20900.48,5,Sin retraso,Cancelado,True
F706180,AC9192,Airbus A320,MAD,Madrid,40.4983,-3.5676,NCE,Niza,43.6584,7.2159,2025-09-11,180,114,99.45,11337.30,28,Meteorologia,Completado,False
F706181,AC9254,Airbus A320,LIS,Lisboa,38.7813,-9.1359,ORY,Paris,48.7233,2.3794,12/05/2025,180,170,139.07,23641.90,5,Sin retraso,Completado,False
F706182,AC9432,,BCN,Barcelona,41.2974,2.0833,NCE,Niza,43.6584,7.2159,2024-12-08,220,196,140.15,27469.40,102,Weather,Completado,False
F706183,AC2093,Airbus A321,BCN,Barcelona,41.2974,2.0833,BER,berlin,52.3667,13.5033,23/04/2023,220,160,54.05,8648.00,7,Sin retraso,Cancelado,True
F706184,AC4044,Airbus A321,MAD,Madrid,40.4983,-3.5676,LIS,Lisboa,38.7813,-9.1359,2024-01-08,220,168,84.46,14189.28,7,Sin retraso,Completado,False
F706185,AC3804,Airbus A320,LIS,Lisboa,38.7813,-9.1359,FCO,Roma,41.8003,12.2389,18/01/2025,180,152,40.42,6143.84,19,METEOROLOGIA,Completado,False
F706186,AC8882,Airbus A321,LIS,Lisboa,38.7813,-9.1359,BER,Berlin,52.3667,13.5033,2024-09-23,220,179,58.07,10394.53,9,Sin retraso,Completado,False
F706187,AC5770,Airbus A321,LIS,Lisboa,38.7813,-9.1359,LYS,Lyon,45.7256,5.0811,2024-04-02,220,211,96.66,20395.26,22,Trafico Aereo,Completado,False
F706188,AC8722,Airbus A321,MAD,Madrid,40.4983,-3.5676,AGP,Malaga,36.6749,-4.4991,2025-08-26,220,131,149.85,19630.35,194,Trafico Aereo,Completado,False
F706189,AC3510,Airbus A320,MAD,Madrid,40.4983,-3.5676,OPO,Oporto,41.2481,-8.6814,15/09/2023,180,106,132.44,14038.64,24,TECNICA,Cancelado,False
F706190,AC8821,Airbus A321,LIS,Lisboa,38.7813,-9.1359,ORY,Paris,48.7233,2.3794,2023-01-23,220,167,45.82,7651.94,6,Sin retraso,Completado,False
F706191,AC8046,Airbus A320,BCN,Barcelona,41.2974,2.0833,OPO,Oporto,41.2481,-8.6814,04/07/2024,180,133,166.56,22152.48,27,Trafico Aereo,Completado,False
F706192,AC1682,Airbus A320,LIS,Lisboa,38.7813,-9.1359,NCE,Niza,43.6584,7.2159,2024-07-29,180,112,126.10,14123.20,8,Sin retraso,Completado,False
F706193,AC2348,Airbus A321,MAD,Madrid,40.4983,-3.5676,BCN,Barcelona,41.2974,2.0833,2023-07-22,220,179,36.29,6495.91,22,Operativa,Completado,False
F706194,AC9766,Airbus A320,BCN,Barcelona,41.2974,2.0833,PMI,Palma,39.5517,2.7388,2024-06-18,180,137,50.54,6923.98,1,Sin retraso,Completado,False
F706195,AC6830,Airbus A321,MAD,Madrid,40.4983,-3.5676,BER,Berlin,52.3667,13.5033,17/02/2024,220,165,44.96,7418.40,10,Sin retraso,Completado,False
F706196,AC3766,Airbus A320,LIS,Lisboa,38.7813,-9.1359,FCO,Roma,41.8003,12.2389,16/09/2024,180,172,74.63,12836.36,23,Trafico Aereo,Completado,False
F706197,AC2634,Airbus A320,LIS,Lisboa,38.7813,-9.1359,MUC,Munich,48.3538,11.7861,2024-10-30,180,152,127.66,19404.32,0,Sin retraso,Completado,False
F706198,AC7879,Airbus A321,LIS,Lisboa,38.7813,-9.1359,ORY,Paris,48.7233,2.3794,2-12-24,220,173,134.73,23308.29,0,Sin retraso,Completado,False
